DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Mr. Green,205542,Mk10,Strong,02-Jan-2021,21:41:46,02-Jan-2021,21:41:47
Mr. Green,205542,Mk10,Strong,16-Jul-2021,08:18:18,16-Jul-2021,08:18:17
