DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Miguel,205540,Mk10,Strong,10-Dec-2020,21:34:50,10-Dec-2020,21:34:51
Miguel,205540,Mk10,Strong,29-Apr-2021,09:05:18,29-Apr-2021,09:05:18
