DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
159778,159778,Mk10,,57,119,100,2,180,,,,,46,23:02:05 02-May-2016,18:12:26 18-May-2016,16,14:32:00 04-May-2016,03:08:46 18-May-2016,14,,,
