DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
142708,142708,,Transmission,Mk10,1,16:53:00 01-Jun-2016,23:58:50 01-Jun-2016,Message,9,,,,25541.000000,25559.000000,,,,,,,,,,,,,,
142708,142708,,Transmission,Mk10,1,16:53:00 01-Jun-2016,19:09:20 01-Jun-2016,Surface,,,,,8179,8181,,,,,,,,,,,,,8180,0
142708,142708,,Transmission,Mk10,1,19:09:20 01-Jun-2016,21:12:20 01-Jun-2016,Dive,1,Square,6.5,6.5,7379,7381,,,,,,,,,,,,,,
142708,142708,,Transmission,Mk10,1,21:12:20 01-Jun-2016,21:12:30 01-Jun-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142708,142708,,Transmission,Mk10,1,21:12:30 01-Jun-2016,22:29:00 01-Jun-2016,Dive,1,U,7.0,7.0,4589,4591,,,,,,,,,,,,,,
142708,142708,,Transmission,Mk10,1,22:29:00 01-Jun-2016,22:29:10 01-Jun-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142708,142708,,Transmission,Mk10,1,22:29:10 01-Jun-2016,23:53:30 01-Jun-2016,Dive,1,Square,7.5,7.5,5059,5061,,,,,,,,,,,,,,
142708,142708,,Transmission,Mk10,1,23:53:30 01-Jun-2016,23:53:40 01-Jun-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142708,142708,,Transmission,Mk10,1,23:53:40 01-Jun-2016,23:58:30 01-Jun-2016,Dive,1,Square,7.0,7.0,289,291,,,,,,,,,,,,,,
142708,142708,,Transmission,Mk10,1,23:58:30 01-Jun-2016,23:58:50 01-Jun-2016,Surface,,,,,19,21,,,,,,,,,,,,,20,0
142708,142708,,Transmission,Mk10,3,02:19:00 02-Jun-2016,04:44:10 02-Jun-2016,Message,10,,,,8700.000000,8720.000000,,,,,,,,,,,,,,
142708,142708,,Transmission,Mk10,3,02:19:00 02-Jun-2016,03:15:10 02-Jun-2016,Dive,1,Square,7.0,7.0,3369,3371,,,,,,,,,,,,,,
142708,142708,,Transmission,Mk10,3,03:15:10 02-Jun-2016,03:15:20 02-Jun-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142708,142708,,Transmission,Mk10,3,03:15:20 02-Jun-2016,03:22:30 02-Jun-2016,Dive,1,Square,6.0,6.0,429,431,,,,,,,,,,,,,,
142708,142708,,Transmission,Mk10,3,03:22:30 02-Jun-2016,03:22:50 02-Jun-2016,Surface,,,,,19,21,,,,,,,,,,,,,20,0
142708,142708,,Transmission,Mk10,3,03:22:50 02-Jun-2016,03:55:40 02-Jun-2016,Dive,1,Square,6.0,6.0,1969,1971,,,,,,,,,,,,,,
