DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
142708,142708,,Transmission,Mk10,1,08:00:00 02-Jun-2016,16:00:00 02-Jun-2016,,,,3.0,0.00,7.5,0.00,,,,
142708,142708,,Transmission,Mk10,2,08:00:00 03-Jun-2016,16:00:00 03-Jun-2016,,,,3.5,0.00,7.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 04-Jun-2016,16:00:00 04-Jun-2016,,,,3.0,0.00,8.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,00:00:00 06-Jun-2016,08:00:00 06-Jun-2016,,,,3.0,0.00,7.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,16:00:00 06-Jun-2016,00:00:00 07-Jun-2016,,,,3.5,0.00,9.5,0.00,,,,
142708,142708,,Transmission,Mk10,2,16:00:00 07-Jun-2016,00:00:00 08-Jun-2016,,,,3.0,0.00,11.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,00:00:00 08-Jun-2016,08:00:00 08-Jun-2016,,,,3.5,0.00,10.5,0.00,,,,
142708,142708,,Transmission,Mk10,2,08:00:00 09-Jun-2016,16:00:00 09-Jun-2016,,,,3.0,0.00,10.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,00:00:00 11-Jun-2016,08:00:00 11-Jun-2016,,,,3.5,0.00,10.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 12-Jun-2016,16:00:00 12-Jun-2016,,,,3.0,0.00,10.0,0.00,,,,
142708,142708,,Transmission,Mk10,1,16:00:00 14-Jun-2016,00:00:00 15-Jun-2016,,,,3.0,0.00,9.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,08:00:00 21-Jun-2016,16:00:00 21-Jun-2016,,,,4.0,0.00,10.0,0.00,,,,
142708,142708,,Transmission,Mk10,3,08:00:00 22-Jun-2016,16:00:00 22-Jun-2016,,,,3.5,0.00,10.5,0.00,,,,
142708,142708,,Transmission,Mk10,1,16:00:00 22-Jun-2016,00:00:00 23-Jun-2016,,,,3.5,0.00,10.5,0.00,,,,
142708,142708,,Transmission,Mk10,2,00:00:00 23-Jun-2016,08:00:00 23-Jun-2016,,,,3.5,0.00,10.5,0.00,,,,
