Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
6056,169272,3,NP,3,1,26-Apr-2017,08:43:38,30.4310,-84.2732,,401677264,-133,60,0,26-Apr-2017,08:43:17,27.7225,-71.8494,172,163,193,137,174,,,37,237,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,NP,3,1,26-Apr-2017,08:43:38,30.4310,-84.2732,,401677264,-133,60,0,26-Apr-2017,08:43:45,27.7225,-71.8494,172,163,193,137,174,,,79,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,23,NP,3,1,26-Apr-2017,08:43:38,30.4310,-84.2732,,401677264,-133,60,0,26-Apr-2017,08:44:43,27.7225,-71.8494,172,163,193,137,174,,,90,144,90,12,40,168,5,52,61,34,202,214,84,1,225,28,1,255,255,195,192,0,0,,,,,,,,,
6056,169272,3,NP,3,1,26-Apr-2017,08:43:38,30.4310,-84.2732,,401677264,-133,60,1,26-Apr-2017,08:45:12,27.7225,-71.8494,172,163,193,137,174,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,NP,3,1,26-Apr-2017,08:43:38,30.4310,-84.2732,,401677264,-133,60,0,26-Apr-2017,08:45:40,27.7225,-71.8494,172,163,193,137,174,,,38,242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,NP,3,1,26-Apr-2017,08:43:38,30.4310,-84.2732,,401677264,-133,60,0,26-Apr-2017,08:46:09,27.7225,-71.8494,172,163,193,137,174,,,68,59,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,23,SR,1,2,27-Apr-2017,23:05:11,30.4266,-84.2625,,401677285,-129,50,0,27-Apr-2017,23:04:25,30.4266,-84.2625,116,621,5133,75,108,,,74,144,90,12,40,168,5,52,61,220,70,150,148,5,51,22,1,255,255,213,96,0,0,,,,,,,,,
6056,169272,3,SR,1,2,27-Apr-2017,23:05:11,30.4266,-84.2625,,401677285,-129,50,0,27-Apr-2017,23:05:23,30.4266,-84.2625,116,621,5133,75,108,,,46,155,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,SR,1,2,27-Apr-2017,23:05:11,30.4266,-84.2625,,401677285,-129,50,0,27-Apr-2017,23:05:52,30.4266,-84.2625,116,621,5133,75,108,,,77,86,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,SR,1,2,27-Apr-2017,23:05:11,30.4266,-84.2625,,401677285,-129,50,1,27-Apr-2017,23:06:21,30.4266,-84.2625,116,621,5133,75,108,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,NN,3,3,27-Apr-2017,23:23:14,30.4313,-84.2738,,401677288,-129,56,0,27-Apr-2017,23:22:42,30.4313,-84.2738,173,141,172,114,170,,,72,71,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,23,NN,3,3,27-Apr-2017,23:23:14,30.4313,-84.2738,,401677288,-129,56,0,27-Apr-2017,23:23:39,30.4313,-84.2738,173,141,172,114,170,,,73,80,90,12,40,168,5,52,61,221,122,22,84,5,131,22,1,255,255,212,96,0,0,,,,,,,,,
6056,169272,3,NN,3,3,27-Apr-2017,23:23:14,30.4313,-84.2738,,401677288,-129,56,1,27-Apr-2017,23:24:08,30.4313,-84.2738,173,141,172,114,170,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,NN,3,3,27-Apr-2017,23:23:14,30.4313,-84.2738,,401677288,-129,56,0,27-Apr-2017,23:24:37,30.4313,-84.2738,173,141,172,114,170,,,37,195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,NN,3,3,27-Apr-2017,23:23:14,30.4313,-84.2738,,401677288,-129,56,0,27-Apr-2017,23:25:06,30.4313,-84.2738,173,141,172,114,170,,,66,69,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,NN,3,3,27-Apr-2017,23:23:14,30.4313,-84.2738,,401677288,-129,56,1,27-Apr-2017,23:25:35,30.4313,-84.2738,173,141,172,114,170,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,NK,3,4,27-Apr-2017,23:24:37,30.4314,-84.2732,,401677287,-124,56,0,27-Apr-2017,23:22:42,30.4314,-84.2732,201,181,727,44,79,,,72,71,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,NK,3,4,27-Apr-2017,23:24:37,30.4314,-84.2732,,401677287,-124,56,0,27-Apr-2017,23:24:08,30.4314,-84.2732,201,181,727,44,79,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,NK,3,4,27-Apr-2017,23:24:37,30.4314,-84.2732,,401677287,-124,56,0,27-Apr-2017,23:24:37,30.4314,-84.2732,201,181,727,44,79,,,37,195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,169272,3,NK,3,4,27-Apr-2017,23:24:37,30.4314,-84.2732,,401677287,-124,56,0,27-Apr-2017,23:25:06,30.4314,-84.2732,201,181,727,44,79,,,66,69,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
