DeployID,Ptt,DepthSensor,Source,Instr,Date,Time Offset,Count,LocationQuality,Latitude,Longitude,BadTherm,NumBins,Partial,Depth1,MinTemp1,MaxTemp1,%Ox1,Discont1,Depth2,MinTemp2,MaxTemp2,%Ox2,Discont2,Depth3,MinTemp3,MaxTemp3,%Ox3,Discont3,Depth4,MinTemp4,MaxTemp4,%Ox4,Discont4,Depth5,MinTemp5,MaxTemp5,%Ox5,Discont5,Depth6,MinTemp6,MaxTemp6,%Ox6,Discont6,Depth7,MinTemp7,MaxTemp7,%Ox7,Discont7,Depth8,MinTemp8,MaxTemp8,%Ox8,Discont8,Depth9,MinTemp9,MaxTemp9,%Ox9,Discont9,Depth10,MinTemp10,MaxTemp10,%Ox10,Discont10,Depth11,MinTemp11,MaxTemp11,%Ox11,Discont11,Depth12,MinTemp12,MaxTemp12,%Ox12,Discont12,Depth13,MinTemp13,MaxTemp13,%Ox13,Discont13,Depth14,MinTemp14,MaxTemp14,%Ox14,Discont14,Depth15,MinTemp15,MaxTemp15,%Ox15,Discont15
162066,162066,,Transmission,Mk10,16:00:00 29-Jul-2016,7.00,3,,,,0,2,,0.000000,28.60,29.60,,,8.000000,28.60,29.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,16:00:00 30-Jul-2016,7.00,1,,,,0,3,,0.000000,29.40,30.20,,,8.000000,25.80,29.80,,,16.000000,24.60,28.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,12:00:00 31-Jul-2016,7.00,1,,,,0,3,,0.000000,29.40,29.80,,,8.000000,28.40,29.80,,,16.000000,25.00,29.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,08:00:00 03-Aug-2016,7.00,2,,,,0,2,,0.000000,28.60,28.80,,,8.000000,28.60,28.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,12:00:00 04-Aug-2016,8.00,1,,,,0,2,,0.000000,28.00,28.40,,,8.000000,27.80,28.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,16:00:00 04-Aug-2016,8.00,1,,,,0,2,,0.000000,28.00,28.40,,,8.000000,28.00,28.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,20:00:00 05-Aug-2016,8.00,1,,,,0,2,,0.000000,27.60,28.60,,,8.000000,27.40,28.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,16:00:00 06-Aug-2016,8.00,1,,,,0,2,,0.000000,27.80,28.80,,,8.000000,27.80,28.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,20:00:00 06-Aug-2016,8.00,1,,,,0,2,,0.000000,28.20,29.00,,,8.000000,28.20,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,12:00:00 10-Aug-2016,8.00,1,,,,0,2,,0.000000,28.20,28.60,,,8.000000,28.20,28.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,08:00:00 11-Aug-2016,8.00,1,,,,0,2,,0.000000,28.00,28.20,,,8.000000,26.40,28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,00:00:00 13-Aug-2016,8.00,1,,,,0,2,,0.000000,28.60,29.00,,,8.000000,28.60,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,16:00:00 14-Aug-2016,8.00,1,,,,0,2,,0.000000,27.00,27.60,,,8.000000,27.00,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,16:00:00 15-Aug-2016,8.00,1,,,,0,2,,0.000000,27.40,28.20,,,8.000000,27.40,28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,08:00:00 16-Aug-2016,8.00,1,,,,0,2,,0.000000,27.20,27.80,,,8.000000,27.20,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,20:00:00 17-Aug-2016,9.00,2,,,,0,2,,0.000000,28.40,28.80,,,8.000000,28.40,28.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,04:00:00 20-Aug-2016,9.00,2,,,,0,2,,0.000000,27.60,27.80,,,8.000000,27.60,27.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,12:00:00 20-Aug-2016,9.00,2,,,,0,2,,0.000000,27.80,28.60,,,8.000000,27.80,28.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,00:00:00 21-Aug-2016,9.00,1,,,,0,2,,0.000000,27.80,28.20,,,8.000000,27.80,28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,00:00:00 23-Aug-2016,9.00,1,,,,0,2,,0.000000,27.80,28.00,,,8.000000,27.80,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,20:00:00 23-Aug-2016,9.00,1,,,,0,2,,0.000000,28.20,28.60,,,8.000000,28.20,28.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,04:00:00 24-Aug-2016,9.00,1,,,,0,2,,0.000000,28.20,28.80,,,8.000000,28.00,28.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,08:00:00 24-Aug-2016,9.00,1,,,,0,2,,0.000000,28.00,28.00,,,8.000000,28.00,28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,08:00:00 25-Aug-2016,9.00,1,,,,0,2,,0.000000,28.00,28.20,,,8.000000,28.00,28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162066,162066,,Transmission,Mk10,04:00:00 26-Aug-2016,9.00,1,,,,0,2,,0.000000,27.60,28.20,,,8.000000,27.40,28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
