DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
162069,162069,Mk10,Strong,06-May-2016,15:05:27,06-May-2016,15:05:28
162069,162069,Mk10,Strong,08-Sep-2016,11:27:28,08-Sep-2016,11:27:32
