DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
162069,162069,,Transmission,Mk10,1,21:32:00 30-Jul-2016,00:25:50 31-Jul-2016,Message,10,,,,10420.000000,10440.000000,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,21:32:00 30-Jul-2016,21:32:10 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162069,162069,,Transmission,Mk10,1,21:32:10 30-Jul-2016,23:13:40 30-Jul-2016,Dive,1,Square,10.5,10.5,6089,6091,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,23:13:40 30-Jul-2016,23:14:10 30-Jul-2016,Surface,,,,,29,31,,,,,,,,,,,,,20,10
162069,162069,,Transmission,Mk10,1,23:14:10 30-Jul-2016,23:31:30 30-Jul-2016,Dive,1,Square,11.0,11.0,1039,1041,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,23:31:30 30-Jul-2016,23:31:40 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162069,162069,,Transmission,Mk10,1,23:31:40 30-Jul-2016,23:32:10 30-Jul-2016,Dive,1,Unknown,1.0,1.0,29,31,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,23:32:10 30-Jul-2016,23:32:20 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162069,162069,,Transmission,Mk10,1,23:32:20 30-Jul-2016,00:00:00 31-Jul-2016,Dive,1,Square,10.0,10.0,1659,1661,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,00:00:00 31-Jul-2016,00:00:30 31-Jul-2016,Surface,,,,,29,31,,,,,,,,,,,,,20,10
162069,162069,,Transmission,Mk10,1,00:00:30 31-Jul-2016,00:25:50 31-Jul-2016,Dive,1,Square,9.5,9.5,1519,1521,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,07:44:00 31-Jul-2016,09:09:30 31-Jul-2016,Message,10,,,,5120.000000,5140.000000,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,07:44:00 31-Jul-2016,07:44:20 31-Jul-2016,Surface,,,,,19,21,,,,,,,,,,,,,20,0
162069,162069,,Transmission,Mk10,1,07:44:20 31-Jul-2016,08:06:20 31-Jul-2016,Dive,1,Square,5.5,5.5,1319,1321,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,08:06:20 31-Jul-2016,08:06:50 31-Jul-2016,Surface,,,,,29,31,,,,,,,,,,,,,30,0
162069,162069,,Transmission,Mk10,1,08:06:50 31-Jul-2016,08:38:00 31-Jul-2016,Dive,1,Square,6.5,6.5,1869,1871,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,08:38:00 31-Jul-2016,08:38:50 31-Jul-2016,Surface,,,,,49,51,,,,,,,,,,,,,31,19
162069,162069,,Transmission,Mk10,1,08:38:50 31-Jul-2016,08:52:30 31-Jul-2016,Dive,1,Square,5.5,5.5,819,821,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,08:52:30 31-Jul-2016,08:52:40 31-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162069,162069,,Transmission,Mk10,1,08:52:40 31-Jul-2016,09:00:20 31-Jul-2016,Dive,1,Square,6.0,6.0,459,461,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,09:00:20 31-Jul-2016,09:00:30 31-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162069,162069,,Transmission,Mk10,1,09:00:30 31-Jul-2016,09:09:30 31-Jul-2016,Dive,1,Square,6.0,6.0,539,541,,,,,,,,,,,,,,
162069,162069,,Transmission,Mk10,1,09:10:00 31-Jul-2016,11:49:20 31-Jul-2016,Message,9,,,,9551.000000,9569.000000,,,,,,,,,,,,,,
