Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
2278,162069,23,NK,3,3,06-May-2016,15:08:15,47.6778,-122.1345,,401677207,-119,60,0,06-May-2016,15:05:28,47.6778,-122.1345,300,141,520,38,93,,,4,1,76,241,91,85,243,49,199,213,0,5,0,80,96,97,64,0,2,127,192,0,0,,,,,,,,,
2278,162069,23,NK,3,3,06-May-2016,15:08:15,47.6778,-122.1345,,401677207,-119,60,0,06-May-2016,15:07:28,47.6778,-122.1345,300,141,520,38,93,,,4,1,76,241,219,184,6,49,183,197,0,5,0,80,96,97,60,0,2,127,192,0,0,,,,,,,,,
2278,162069,23,NK,3,3,06-May-2016,15:08:15,47.6778,-122.1345,,401677207,-119,60,0,06-May-2016,15:08:28,47.6778,-122.1345,300,141,520,38,93,,,4,180,184,242,27,0,31,49,183,197,0,5,0,80,96,97,56,0,3,31,136,127,192,,,,,,,,,
2278,162069,23,NK,3,3,06-May-2016,15:08:15,47.6778,-122.1345,,401677207,-119,60,0,06-May-2016,15:09:28,47.6778,-122.1345,300,141,520,38,93,,,4,1,76,242,91,85,107,49,183,197,0,5,0,80,96,97,60,0,2,127,192,0,0,,,,,,,,,
2278,162069,23,NK,3,3,06-May-2016,15:08:15,47.6778,-122.1345,,401677207,-119,60,0,06-May-2016,15:10:28,47.6778,-122.1345,300,141,520,38,93,,,4,180,184,242,155,0,33,49,183,197,0,5,0,80,96,105,56,0,3,173,209,127,192,,,,,,,,,
2278,162069,23,NN,3,4,06-May-2016,15:20:27,47.6765,-122.1337,,401677207,-137,56,0,06-May-2016,15:20:28,47.6765,-122.1337,480,117,292,47,94,,,6,180,186,245,27,0,43,49,183,197,0,5,0,80,96,97,60,0,3,61,148,127,192,,,,,,,,,
2278,162069,23,NN,3,4,06-May-2016,15:20:27,47.6765,-122.1337,,401677207,-137,56,0,06-May-2016,15:21:28,47.6765,-122.1337,480,117,292,47,94,,,6,1,76,245,91,91,2,49,183,197,0,5,0,80,96,97,56,0,2,127,192,0,0,,,,,,,,,
2278,162069,23,NN,3,4,06-May-2016,15:20:27,47.6765,-122.1337,,401677207,-137,56,0,06-May-2016,15:22:28,47.6765,-122.1337,480,117,292,47,94,,,6,180,186,245,155,0,45,49,183,197,0,5,0,80,96,97,56,0,3,130,27,127,192,,,,,,,,,
2278,162069,23,NN,3,4,06-May-2016,15:20:27,47.6765,-122.1337,,401677207,-137,56,0,06-May-2016,15:23:28,47.6765,-122.1337,480,117,292,47,94,,,6,1,76,245,219,130,211,49,183,197,0,5,0,80,96,97,64,0,2,127,192,0,0,,,,,,,,,
2278,162069,23,NN,3,4,06-May-2016,15:20:27,47.6765,-122.1337,,401677207,-137,56,0,06-May-2016,15:24:28,47.6765,-122.1337,480,117,292,47,94,,,6,172,186,246,27,0,47,49,199,197,0,5,0,80,96,97,64,0,3,135,199,127,192,,,,,,,,,
