DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
162069,162069,Mk10,DS,5,0,1,75,60,15:08:15 06-May-2016,NK,3,47.6778,-122.1345,47.6778,-122.1345,60,,401677207,-119
162069,162069,Mk10,DS,9,0,0,60,60,15:20:27 06-May-2016,NN,3,47.6765,-122.1337,47.6765,-122.1337,56,,401677207,-137
162069,162069,Mk10,DS,3,0,1,60,60,16:09:27 06-May-2016,MA,A,47.6764,-122.1354,47.6764,-122.1354,8,,401677211,-126
162069,162069,Mk10,DS,3,0,2,60,60,16:48:27 06-May-2016,NK,A,47.6763,-122.1278,47.6763,-122.1278,8,,401677216,-133
162069,162069,Mk10,DS,3,0,2,60,60,17:00:27 06-May-2016,MB,A,47.6776,-122.1380,47.6776,-122.1380,8,,401677214,-132
162069,162069,Mk10,DS,4,0,1,60,60,17:05:57 06-May-2016,NN,2,47.6762,-122.1338,47.6762,-122.1338,56,,401677215,-133
162069,162069,Mk10,DS,7,0,0,70,60,17:54:27 06-May-2016,MA,3,47.6773,-122.1384,47.6727,-122.1354,58,,401677217,-112
162069,162069,Mk10,DS,3,0,0,120,60,18:42:47 06-May-2016,MB,A,47.6771,-122.1355,47.6771,-122.1355,8,,401677219,-126
162069,162069,Mk10,DS,5,0,1,75,60,19:29:27 06-May-2016,MA,3,47.6776,-122.1352,47.6776,-122.1352,68,,401677220,-116
162069,162069,Mk10,DS,6,0,1,72,60,20:36:27 06-May-2016,NP,3,47.6771,-122.1364,47.6771,-122.1364,58,,401677221,-125
162069,162069,Mk10,DS,8,0,1,75,44,12:31:13 30-Jul-2016,NN,3,21.2205,-86.7300,21.2205,-86.7300,50,,401677187,-121
162069,162069,Mk10,DS,1,0,0,,,13:15:47 30-Jul-2016,NK,B,21.2213,-86.7297,,,8,,401677183,-135
162069,162069,Mk10,DS,2,0,0,95,95,15:19:50 30-Jul-2016,MA,B,21.2017,-86.7340,21.2017,-86.7340,8,,401677190,-116
162069,162069,Mk10,DS,1,0,0,,,16:13:31 30-Jul-2016,MB,B,21.2055,-86.7420,21.2055,-86.7420,8,,401677177,-128
162069,162069,Mk10,DS,1,0,1,,,16:59:50 30-Jul-2016,MA,B,21.2034,-86.7452,21.2034,-86.7452,8,,401677177,-127
