DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
162069,162069,,Transmission,Mk10,1,08:00:00 31-Jul-2016,16:00:00 31-Jul-2016,,,,0.5,0.00,8.5,0.00,,,,
162069,162069,,Transmission,Mk10,1,16:00:00 31-Jul-2016,00:00:00 01-Aug-2016,,,,0.5,0.00,11.0,0.00,,,,
162069,162069,,Transmission,Mk10,1,08:00:00 02-Aug-2016,16:00:00 02-Aug-2016,,,,0.0,0.00,11.0,0.00,,,,
162069,162069,,Transmission,Mk10,1,00:00:00 05-Aug-2016,08:00:00 05-Aug-2016,,,,0.5,0.00,9.5,0.00,,,,
162069,162069,,Transmission,Mk10,1,08:00:00 06-Aug-2016,16:00:00 06-Aug-2016,,,,0.5,0.00,11.0,0.00,,,,
162069,162069,,Transmission,Mk10,1,08:00:00 18-Aug-2016,16:00:00 18-Aug-2016,,,,0.5,0.00,11.5,0.00,,,,
162069,162069,,Transmission,Mk10,1,16:00:00 18-Aug-2016,00:00:00 19-Aug-2016,,,,0.5,0.00,11.5,0.00,,,,
162069,162069,,Transmission,Mk10,1,08:00:00 20-Aug-2016,16:00:00 20-Aug-2016,,,,0.0,0.00,11.5,0.00,,,,
162069,162069,,Transmission,Mk10,1,00:00:00 23-Aug-2016,08:00:00 23-Aug-2016,,,,0.5,0.00,10.5,0.00,,,,
162069,162069,,Transmission,Mk10,1,16:00:00 29-Aug-2016,00:00:00 30-Aug-2016,,,,0.0,0.00,11.0,0.00,,,,
162069,162069,,Transmission,Mk10,1,00:00:00 06-Sep-2016,08:00:00 06-Sep-2016,,,,0.5,0.00,10.0,0.00,,,,
162069,162069,,Transmission,Mk10,1,08:00:00 07-Sep-2016,16:00:00 07-Sep-2016,,,,0.5,0.00,11.0,0.00,,,,
162069,162069,,Transmission,Mk10,1,16:00:00 11-Sep-2016,00:00:00 12-Sep-2016,,,,0.5,0.00,11.5,0.00,,,,
162069,162069,,Transmission,Mk10,1,00:00:00 13-Sep-2016,08:00:00 13-Sep-2016,,,,0.5,0.00,10.0,0.00,,,,
