Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
6056,160104,23,NP, ,3,20-May-2016,19:18:23,,,,401650000,-137,,0,20-May-2016,19:18:23,,,,,,,,,,93,112,90,11,232,23,81,104,26,93,37,150,148,2,49,22,1,255,255,203,160,0,0,,,,,,,,,
6056,160104,3,SR, ,4,20-May-2016,19:31:26,,,,401650000,-132,,0,20-May-2016,19:31:26,,,,,,,,,,67,174,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160104,3,NK,3,5,20-May-2016,20:20:22,-25.4889,-48.4201,,401677497,-127,60,0,20-May-2016,20:15:56,-25.4889,-48.4201,493,145,244,85,36,,,46,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160104,23,NK,3,5,20-May-2016,20:20:22,-25.4889,-48.4201,,401677497,-127,60,0,20-May-2016,20:18:26,-25.4889,-48.4201,493,145,244,85,36,,,75,176,90,11,232,151,81,104,26,81,38,85,148,2,189,20,1,185,255,204,96,0,0,,,,,,,,,
6056,160104,3,NK,3,5,20-May-2016,20:20:22,-25.4889,-48.4201,,401677497,-127,60,0,20-May-2016,20:20:38,-25.4889,-48.4201,493,145,244,85,36,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160104,3,NK,3,5,20-May-2016,20:20:22,-25.4889,-48.4201,,401677497,-127,60,0,20-May-2016,20:22:32,-25.4889,-48.4201,493,145,244,85,36,,,41,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160104,3,NK,3,5,20-May-2016,20:20:22,-25.4889,-48.4201,,401677497,-127,60,0,20-May-2016,20:23:20,-25.4889,-48.4201,493,145,244,85,36,,,77,199,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160104,3,NK,3,5,20-May-2016,20:20:22,-25.4889,-48.4201,,401677497,-127,60,1,20-May-2016,20:24:09,-25.4889,-48.4201,493,145,244,85,36,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160104,3,NN,3,6,20-May-2016,20:31:10,-25.4871,-48.4108,,401677497,-129,56,0,20-May-2016,20:22:32,-25.4862,-48.4118,627,216,283,164,7,,,41,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160104,3,NN,3,6,20-May-2016,20:31:10,-25.4871,-48.4108,,401677497,-129,56,0,20-May-2016,20:26:28,-25.4862,-48.4118,627,216,283,164,7,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160104,3,NN,3,6,20-May-2016,20:31:10,-25.4871,-48.4108,,401677497,-129,56,0,20-May-2016,20:30:10,-25.4862,-48.4118,627,216,283,164,7,,,75,201,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
