DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
Jubilubi,226067,,Mk10,,00:48:27 18-Nov-2021,00:48:28 18-Nov-2021,1,1,47.6852,-122.1271,CRC,1,0,,,,1.192,0.124,,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,00:49:28 18-Nov-2021,,1,47.6852,-122.1271,CRC,1,0,,101,3.248,1.192,0.124,4.80,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,00:50:27 18-Nov-2021,00:50:28 18-Nov-2021,1,1,47.6852,-122.1271,CRC,1,0,,,,1.192,0.124,,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,01:21:28 18-Nov-2021,,3,47.6775,-122.1341,CRC,1,0,,133,3.248,1.192,0.124,4.30,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,01:22:27 18-Nov-2021,01:22:28 18-Nov-2021,1,3,47.6775,-122.1341,CRC,1,0,,,,1.192,0.124,,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,01:23:28 18-Nov-2021,,3,47.6775,-122.1341,CRC,1,0,,135,3.248,1.192,0.124,4.20,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,01:24:27 18-Nov-2021,01:24:28 18-Nov-2021,1,3,47.6775,-122.1341,CRC,1,0,,,,1.192,0.124,,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,01:25:28 18-Nov-2021,,3,47.6775,-122.1341,CRC,1,0,,137,3.248,1.192,0.124,4.20,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,01:26:27 18-Nov-2021,01:26:28 18-Nov-2021,1,3,47.6775,-122.1341,CRC,1,0,,,,1.192,0.124,,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,01:27:28 18-Nov-2021,,3,47.6775,-122.1341,CRC,1,0,,139,3.248,1.192,0.124,4.20,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,01:28:27 18-Nov-2021,01:28:28 18-Nov-2021,1,3,47.6759,-122.1342,CRC,1,0,,,,1.192,0.124,,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,01:29:28 18-Nov-2021,,3,47.6775,-122.1341,CRC,1,0,,141,3.248,1.192,0.124,4.20,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,01:30:27 18-Nov-2021,01:30:28 18-Nov-2021,1,3,47.6775,-122.1341,CRC,1,0,,,,1.192,0.124,,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,01:31:28 18-Nov-2021,,3,47.6759,-122.1342,CRC,1,0,,143,3.248,1.192,0.124,4.20,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,01:33:28 18-Nov-2021,,3,47.6759,-122.1342,CRC,1,0,,145,3.248,1.192,0.124,4.30,0.0,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,01:34:27 18-Nov-2021,01:34:28 18-Nov-2021,1,3,47.6759,-122.1342,CRC,1,0,,,,1.192,0.124,,0.0,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,01:35:28 18-Nov-2021,,3,47.6759,-122.1342,CRC,1,0,,147,3.248,1.192,0.124,4.30,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,01:36:27 18-Nov-2021,01:36:28 18-Nov-2021,1,3,47.6759,-122.1342,CRC,1,0,,,,1.192,0.124,,0.0,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,02:23:28 18-Nov-2021,,3,47.6767,-122.1310,CRC,1,0,,195,3.184,1.192,0.124,3.40,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,02:24:27 18-Nov-2021,02:24:28 18-Nov-2021,1,3,47.6767,-122.1310,CRC,1,0,,,,1.192,0.124,,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,02:25:28 18-Nov-2021,,3,47.6767,-122.1310,CRC,1,0,,197,3.184,1.192,0.124,3.30,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,02:26:27 18-Nov-2021,02:26:28 18-Nov-2021,1,3,47.6767,-122.1310,CRC,1,0,,,,1.192,0.124,,0.0,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,02:27:28 18-Nov-2021,,3,47.6767,-122.1310,CRC,1,0,,199,3.184,1.192,0.124,3.20,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,,02:29:28 18-Nov-2021,,3,47.6767,-122.1310,CRC,1,0,,201,3.184,1.184,0.124,3.10,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
Jubilubi,226067,,Mk10,,02:30:27 18-Nov-2021,02:30:28 18-Nov-2021,1,3,47.6767,-122.1310,CRC,1,0,,,,1.192,0.124,,-0.5,-40.0,0,,,,,,,,,,,255,53,255,104,256,,,,,,,60,2,0,,,,
