DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Jubilubi,226067,Mk10,Strong,18-Nov-2021,00:48:27,18-Nov-2021,00:48:28
Jubilubi,226067,Mk10,Strong,12-Apr-2022,21:31:10,12-Apr-2022,21:31:33
