Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
6071,161640,23,MA,3,3,17-Feb-2017,01:15:56,-25.5812,-48.3561,,401677434,-123,60,0,17-Feb-2017,01:14:55,-25.5812,-48.3561,186,178,337,93,88,,,64,16,90,11,232,153,196,162,8,132,237,65,148,0,191,6,1,255,255,214,64,1,18,,,,,,,,,
6071,161640,3,MA,3,3,17-Feb-2017,01:15:56,-25.5812,-48.3561,,401677434,-123,60,1,17-Feb-2017,01:16:28,-25.5812,-48.3561,186,178,337,93,88,,,71,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,3,MA,3,3,17-Feb-2017,01:15:56,-25.5812,-48.3561,,401677434,-123,60,0,17-Feb-2017,01:16:59,-25.5812,-48.3561,186,178,337,93,88,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,3,MA,3,3,17-Feb-2017,01:15:56,-25.5812,-48.3561,,401677434,-123,60,1,17-Feb-2017,01:18:01,-25.5812,-48.3561,186,178,337,93,88,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,3,MA,B,4,18-Feb-2017,00:55:11,-25.5739,-48.3419,,401677438,-133,,0,18-Feb-2017,00:54:10,-25.5739,-48.3419,123,2667,85460,83,64,,,70,97,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,23,MA,B,4,18-Feb-2017,00:55:11,-25.5739,-48.3419,,401677438,-133,,0,18-Feb-2017,00:56:13,-25.5739,-48.3419,123,2667,85460,83,64,,,73,48,90,11,232,153,196,162,9,3,130,131,22,2,209,12,17,255,255,213,240,0,2,,,,,,,,,
6071,161640,23,MA,B,5,19-Feb-2017,00:34:04,-25.5734,-48.3419,,401677438,-134,,0,19-Feb-2017,00:34:04,-25.5734,-48.3419,,4498,17985,1125,85,,,76,80,90,11,232,153,196,162,9,130,32,41,20,4,127,12,19,255,255,213,96,0,0,,,,,,,,,
6071,161640,3,MA,B,6,20-Feb-2017,00:10:54,-25.5739,-48.3362,,401677438,-134,,0,20-Feb-2017,00:10:55,-25.5739,-48.3362,,6022,10463,3465,101,,,64,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,23,MA, ,7,21-Feb-2017,01:34:44,,,,401650000,-129,,0,21-Feb-2017,01:34:44,,,,,,,,,,85,240,90,11,232,153,196,162,10,134,41,158,20,9,117,10,15,255,255,214,160,0,0,,,,,,,,,
6071,161640,3,NP,0,8,21-Feb-2017,18:34:18,-25.5020,-48.5206,,401677425,-125,50,0,21-Feb-2017,18:30:48,-25.5020,-48.5206,435,6578,567872,76,77,,,65,212,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,23,NP,0,8,21-Feb-2017,18:34:18,-25.5020,-48.5206,,401677425,-125,50,0,21-Feb-2017,18:31:50,-25.5020,-48.5206,435,6578,567872,76,77,,,82,16,90,11,232,153,196,162,10,201,250,194,22,11,55,14,1,255,255,221,32,0,0,,,,,,,,,
6071,161640,3,NP,0,8,21-Feb-2017,18:34:18,-25.5020,-48.5206,,401677425,-125,50,0,21-Feb-2017,18:33:23,-25.5020,-48.5206,435,6578,567872,76,77,,,70,207,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,23,NP,0,8,21-Feb-2017,18:34:18,-25.5020,-48.5206,,401677425,-125,50,0,21-Feb-2017,18:34:25,-25.5020,-48.5206,435,6578,567872,76,77,,,83,240,90,11,232,153,196,162,10,202,36,130,22,11,65,14,1,255,255,220,240,0,0,,,,,,,,,
6071,161640,3,NP,0,8,21-Feb-2017,18:34:18,-25.5020,-48.5206,,401677425,-125,50,1,21-Feb-2017,18:34:57,-25.5020,-48.5206,435,6578,567872,76,77,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,3,NP,0,8,21-Feb-2017,18:34:18,-25.5020,-48.5206,,401677425,-125,50,0,21-Feb-2017,18:35:27,-25.5020,-48.5206,435,6578,567872,76,77,,,42,162,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,3,NP,0,8,21-Feb-2017,18:34:18,-25.5020,-48.5206,,401677425,-125,50,0,21-Feb-2017,18:35:58,-25.5020,-48.5206,435,6578,567872,76,77,,,78,215,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,3,NP,0,8,21-Feb-2017,18:34:18,-25.5020,-48.5206,,401677425,-125,50,2,21-Feb-2017,18:36:29,-25.5020,-48.5206,435,6578,567872,76,77,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,23,NP,0,8,21-Feb-2017,18:34:18,-25.5020,-48.5206,,401677425,-125,50,0,21-Feb-2017,18:37:00,-25.5020,-48.5206,435,6578,567872,76,77,,,67,208,90,11,232,153,196,160,10,202,77,65,84,11,75,14,1,255,255,221,64,0,0,,,,,,,,,
6071,161640,3,NP,0,8,21-Feb-2017,18:34:18,-25.5020,-48.5206,,401677425,-125,50,0,21-Feb-2017,18:38:03,-25.5020,-48.5206,435,6578,567872,76,77,,,43,167,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,3,NK,A,9,21-Feb-2017,20:12:23,-25.5016,-48.4145,,401677440,-133,8,0,21-Feb-2017,20:10:39,-25.5016,-48.4145,179,4178,22572,773,129,,,8,44,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,23,NK,A,9,21-Feb-2017,20:12:23,-25.5016,-48.4145,,401677440,-133,8,0,21-Feb-2017,20:11:09,-25.5016,-48.4145,179,4178,22572,773,129,,,72,48,90,10,200,242,170,106,19,141,68,100,233,148,111,140,249,121,164,145,47,208,208,,,,,,,,,
6071,161640,3,NK,A,9,21-Feb-2017,20:12:23,-25.5016,-48.4145,,401677440,-133,8,0,21-Feb-2017,20:13:38,-25.5016,-48.4145,179,4178,22572,773,129,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161640,3,SR,2,10,21-Feb-2017,20:23:17,-25.4756,-48.4430,,401677428,-127,56,0,21-Feb-2017,20:23:18,-25.4756,-48.4430,601,420,1105,159,58,,,14,128,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
