DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
161640,161640,UT,Weak,17-Feb-2017,01:14:55,17-Feb-2017,01:14:57
161640,161640,UT,Strong,19-Feb-2017,00:34:00,19-Feb-2017,00:34:04
161640,161640,UT,Strong,25-Mar-2017,06:39:21,25-Mar-2017,06:39:57
