DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
181926,181926,0.500000,UT,13:00:00 06-Sep-2019,,,,0.0,19.1,Status
181926,181926,0.500000,UT,00:00:00 11-Sep-2019,,,,0.0,21.1,Status
181926,181926,0.500000,UT,08:00:00 12-Sep-2019,,,,0.0,20.4,Status
181926,181926,0.500000,UT,22:00:00 13-Sep-2019,,,,0.0,20.5,Status
181926,181926,0.500000,UT,23:00:00 14-Sep-2019,,,,0.0,20.9,Status
181926,181926,0.500000,UT,23:00:00 16-Sep-2019,,,,0.0,21.9,Status
181926,181926,0.500000,UT,01:00:00 17-Sep-2019,,,,0.0,21.6,Status
181926,181926,0.500000,UT,00:00:00 22-Sep-2019,,,,0.0,20.8,Status
181926,181926,0.500000,UT,01:00:00 23-Sep-2019,,,,0.0,20.5,Status
181926,181926,0.500000,UT,00:00:00 30-Sep-2019,,,,0.0,21.1,Status
181926,181926,0.500000,UT,23:00:00 05-Oct-2019,,,,0.0,23.4,Status
181926,181926,0.500000,UT,07:00:00 12-Oct-2019,,,,0.0,23.3,Status
181926,181926,0.500000,UT,22:00:00 14-Oct-2019,,,,0.0,25.0,Status
181926,181926,0.500000,UT,21:00:00 28-Oct-2019,,,,0.0,25.0,Status
181926,181926,0.500000,UT,00:00:00 05-Nov-2019,,,,0.0,27.1,Status
181926,181926,0.500000,UT,00:00:00 07-Nov-2019,,,,0.0,25.1,Status
181926,181926,0.500000,UT,23:00:00 08-Nov-2019,,,,0.0,26.0,Status
181926,181926,0.500000,UT,00:00:00 11-Nov-2019,,,,0.0,25.6,Status
181926,181926,0.500000,UT,01:00:00 13-Nov-2019,,,,0.0,25.5,Status
181926,181926,0.500000,UT,07:00:00 15-Nov-2019,,,,0.0,25.0,Status
181926,181926,0.500000,UT,08:00:00 17-Nov-2019,,,,0.0,24.6,Status
181926,181926,0.500000,UT,21:00:00 17-Nov-2019,,,,0.0,26.1,Status
181926,181926,0.500000,UT,23:00:00 21-Nov-2019,,,,0.0,26.0,Status
181926,181926,0.500000,UT,00:00:00 26-Nov-2019,,,,0.0,24.8,Status
181926,181926,0.500000,UT,02:00:00 27-Nov-2019,,,,0.0,24.5,Status
181926,181926,0.500000,UT,09:00:00 28-Nov-2019,,,,0.0,24.2,Status
181926,181926,0.500000,UT,03:00:00 30-Nov-2019,,,,0.0,24.3,Status
181926,181926,0.500000,UT,00:00:00 04-Dec-2019,,,,0.0,24.6,Status
181926,181926,0.500000,UT,00:00:00 07-Dec-2019,,,,0.0,24.4,Status
181926,181926,0.500000,UT,00:00:00 08-Dec-2019,,,,0.0,24.8,Status
181926,181926,0.500000,UT,23:00:00 11-Dec-2019,,,,0.0,25.6,Status
181926,181926,0.500000,UT,01:00:00 12-Dec-2019,,,,0.0,25.5,Status
181926,181926,0.500000,UT,20:00:00 15-Dec-2019,,,,0.0,27.5,Status
181926,181926,0.500000,UT,02:00:00 16-Dec-2019,,,,0.0,26.2,Status
181926,181926,0.500000,UT,01:00:00 17-Dec-2019,,,,0.0,26.0,Status
181926,181926,0.500000,UT,23:00:00 17-Dec-2019,,,,0.0,25.9,Status
181926,181926,0.500000,UT,00:00:00 20-Dec-2019,,,,0.0,25.2,Status
181926,181926,0.500000,UT,03:00:00 20-Dec-2019,,,,0.0,25.4,Status
181926,181926,0.500000,UT,20:00:00 21-Dec-2019,,,,0.0,27.2,Status
181926,181926,0.500000,UT,00:00:00 27-Dec-2019,,,,0.0,27.3,Status
181926,181926,0.500000,UT,23:00:00 28-Dec-2019,,,,0.0,28.9,Status
181926,181926,0.500000,UT,21:00:00 01-Jan-2020,,,,0.0,29.3,Status
181926,181926,0.500000,UT,01:00:00 07-Jan-2020,,,,0.0,27.5,Status
181926,181926,0.500000,UT,21:00:00 11-Jan-2020,,,,0.0,29.3,Status
181926,181926,0.500000,UT,00:00:00 14-Jan-2020,,,,0.0,28.9,Status
181926,181926,0.500000,UT,00:00:00 19-Jan-2020,,,,0.0,27.6,Status
181926,181926,0.500000,UT,13:00:00 20-Jan-2020,,,,0.0,27.6,Status
181926,181926,0.500000,UT,21:00:00 21-Jan-2020,,,,0.0,28.3,Status
181926,181926,0.500000,UT,00:00:00 24-Jan-2020,,,,0.0,27.1,Status
181926,181926,0.500000,UT,02:00:00 27-Jan-2020,,,,0.0,27.5,Status
181926,181926,0.500000,UT,00:00:00 28-Jan-2020,,,,0.0,28.5,Status
181926,181926,0.500000,UT,13:00:00 29-Jan-2020,,,,0.0,28.4,Status
181926,181926,0.500000,UT,21:00:00 01-Feb-2020,,,,0.0,29.0,Status
181926,181926,0.500000,UT,00:00:00 02-Feb-2020,,,,0.0,28.6,Status
