DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
142702,142702,,Transmission,Mk10,1,08:00:00 26-Aug-2016,16:00:00 26-Aug-2016,,,,0.0,0.00,24.5,0.00,,,,
142702,142702,,Transmission,Mk10,1,00:00:00 27-Aug-2016,08:00:00 27-Aug-2016,,,,0.0,0.00,19.0,0.00,,,,
142702,142702,,Transmission,Mk10,1,16:00:00 27-Aug-2016,00:00:00 28-Aug-2016,,,,0.0,0.00,23.0,0.00,,,,
142702,142702,,Transmission,Mk10,1,16:00:00 01-Sep-2016,00:00:00 02-Sep-2016,,,,0.0,0.00,27.0,0.25,,,,
142702,142702,,Transmission,Mk10,2,08:00:00 04-Sep-2016,16:00:00 04-Sep-2016,,,,0.0,0.00,21.5,0.00,,,,
142702,142702,,Transmission,Mk10,1,16:00:00 04-Sep-2016,00:00:00 05-Sep-2016,,,,0.0,0.00,26.0,0.25,,,,
142702,142702,,Transmission,Mk10,1,08:00:00 06-Sep-2016,16:00:00 06-Sep-2016,,,,0.0,0.00,23.0,0.00,,,,
142702,142702,,Transmission,Mk10,1,16:00:00 08-Sep-2016,00:00:00 09-Sep-2016,,,,0.0,0.00,26.0,0.25,,,,
142702,142702,,Transmission,Mk10,3,00:00:00 09-Sep-2016,08:00:00 09-Sep-2016,,,,0.0,0.00,19.0,0.00,,,,
142702,142702,,Transmission,Mk10,1,08:00:00 09-Sep-2016,16:00:00 09-Sep-2016,,,,0.0,0.00,24.5,0.00,,,,
142702,142702,,Transmission,Mk10,1,00:00:00 10-Sep-2016,08:00:00 10-Sep-2016,,,,0.0,0.00,20.0,0.00,,,,
142702,142702,,Transmission,Mk10,1,16:00:00 10-Sep-2016,00:00:00 11-Sep-2016,,,,0.0,0.00,27.0,0.25,,,,
142702,142702,,Transmission,Mk10,1,08:00:00 11-Sep-2016,16:00:00 11-Sep-2016,,,,0.0,0.00,25.0,0.25,,,,
142702,142702,,Transmission,Mk10,1,00:00:00 12-Sep-2016,08:00:00 12-Sep-2016,,,,0.0,0.00,26.0,0.25,,,,
142702,142702,,Transmission,Mk10,1,08:00:00 12-Sep-2016,16:00:00 12-Sep-2016,,,,0.0,0.00,24.0,0.00,,,,
142702,142702,,Transmission,Mk10,1,00:00:00 14-Sep-2016,08:00:00 14-Sep-2016,,,,0.0,0.00,19.0,0.00,,,,
142702,142702,,Transmission,Mk10,1,08:00:00 14-Sep-2016,16:00:00 14-Sep-2016,,,,0.0,0.00,27.0,0.25,,,,
142702,142702,,Transmission,Mk10,2,16:00:00 14-Sep-2016,00:00:00 15-Sep-2016,,,,0.0,0.00,28.0,0.25,,,,
142702,142702,,Transmission,Mk10,1,08:00:00 15-Sep-2016,16:00:00 15-Sep-2016,,,,0.0,0.00,24.5,0.00,,,,
142702,142702,,Transmission,Mk10,3,08:00:00 17-Sep-2016,16:00:00 17-Sep-2016,,,,0.0,0.00,28.0,0.25,,,,
142702,142702,,Transmission,Mk10,1,00:00:00 19-Sep-2016,08:00:00 19-Sep-2016,,,,0.0,0.00,19.5,0.00,,,,
142702,142702,,Transmission,Mk10,2,08:00:00 21-Sep-2016,16:00:00 21-Sep-2016,,,,0.0,0.00,24.5,0.00,,,,
142702,142702,,Transmission,Mk10,1,08:00:00 22-Sep-2016,16:00:00 22-Sep-2016,,,,0.0,0.00,22.5,0.00,,,,
142702,142702,,Transmission,Mk10,1,08:00:00 25-Sep-2016,16:00:00 25-Sep-2016,,,,0.0,0.00,27.0,0.25,,,,
