,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
142702,29-Jul-2016,12:52:00,3,1.000000,40,6,0,4,,,,,,,,,,,,,,15,9,1784,,,,23,9589,,,,8,2364,,,,27,21386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,30-Jul-2016,07:47:09,1,1.000000,43,,0,9,,,,,,,,,,,,,,15,10,10398,,,,32,26154,,,,31,12121,,,,4,5671,,,,26,10969,,,,14,9201,,,,22,3834,,,,25,9545,,,,1,1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,30-Jul-2016,15:11:58,1,1.000000,44,,0,9,,,,,,,,,,,,,,15,11,26525,,,,28,18024,,,,30,32254,,,,7,23607,,,,1,18527,,,,9,24220,,,,8,14105,,,,17,23710,,,,19,27020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,30-Jul-2016,23:02:27,1,1.000000,45,11,0,8,,,,,,,,,,,,,,15,5,31234,,,,15,16308,,,,29,14239,,,,20,29002,,,,2,3026,,,,13,14635,,,,25,5152,,,,12,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,31-Jul-2016,05:53:08,1,1.000000,46,12,0,6,,,,,,,,,,,,,,15,31,21688,,,,10,1448,,,,32,30734,,,,14,11582,,,,18,2622,,,,21,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,01-Aug-2016,13:27:39,1,2.000000,51,14,0,8,,,,,,,,,,,,,,15,8,21092,,,,23,22205,,,,7,29201,,,,11,6006,,,,9,10316,,,,30,29946,,,,1,32387,,,,27,15046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,01-Aug-2016,19:55:56,1,2.000000,52,15,0,6,,,,,,,,,,,,,,15,5,27499,,,,6,14802,,,,28,2705,,,,2,8025,,,,19,16116,,,,17,31344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,03-Aug-2016,10:32:36,1,2.000000,58,19,0,8,,,,,,,,,,,,,,15,3,6680,,,,23,23828,,,,22,616,,,,14,26291,,,,31,11992,,,,27,18535,,,,26,780,,,,16,20613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,03-Aug-2016,16:32:00,1,2.000000,59,19,0,8,,,,,,,,,,,,,,15,30,19105,,,,17,12452,,,,28,30107,,,,7,813,,,,19,384,,,,1,15009,,,,11,30984,,,,6,27798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,05-Aug-2016,13:02:20,1,2.000000,66,24,0,4,,,,,,,,,,,,,,15,7,28196,,,,8,28432,,,,23,8982,,,,11,4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
