DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
142702,142702,,Mk10,,,23:56:04 30-Jul-2016,,B,21.2343,-86.7076,,0,0,,610,3.376,,,29.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,,10:20:39 02-Aug-2016,,B,21.2038,-86.6979,,0,0,,994,3.440,,,29.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,16:31:55 03-Aug-2016,16:31:57 03-Aug-2016,2,A,21.2210,-86.6956,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,00:23:30 12-Aug-2016,00:23:33 12-Aug-2016,3,B,21.1689,-86.6839,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,22:47:22 13-Aug-2016,22:47:25 13-Aug-2016,3,2,21.1824,-86.6575,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,14:50:30 15-Aug-2016,14:50:33 15-Aug-2016,3,B,21.1873,-86.6836,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,11:11:56 16-Aug-2016,11:12:00 16-Aug-2016,4,2,21.1498,-86.6991,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,,00:06:22 17-Aug-2016,,2,21.1890,-86.6953,,0,0,,3554,3.312,,,28.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,,12:02:37 19-Aug-2016,,B,21.2256,-86.7598,,0,0,,3938,3.376,,,27.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,01:51:51 21-Aug-2016,01:51:55 21-Aug-2016,4,B,21.2060,-86.6999,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,,15:20:14 23-Aug-2016,,B,21.1897,-86.7052,,0,0,,0,3.632,,,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,,23:18:28 27-Aug-2016,,B,21.1787,-86.6426,,0,0,,5090,3.376,,,28.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,11:00:39 29-Aug-2016,11:00:44 29-Aug-2016,5,B,21.1696,-86.6865,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,13:08:40 31-Aug-2016,13:08:45 31-Aug-2016,5,B,21.1151,-86.6726,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,,14:27:20 02-Sep-2016,,B,21.1526,-86.7055,,0,0,,5986,3.376,,,28.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
142702,142702,,Mk10,,22:13:20 02-Sep-2016,22:13:25 02-Sep-2016,5,A,21.1524,-86.6960,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
