PlatformID ,Platform,PrgNo,Latitude,Ycoord,Long,Xcoord,Heading,Speed,LocQuality,LocDate,Altitude,Pass,Sat,Frequency,Long1,Latsol1,Long2,Latsol2,Locidx,Nopc,Msg,abv120DB,Bestlevel,Deltafreq,ErrorRadius,Semimjraxis,Semimnraxis,EllipseOrient,GDOP
135136,,14230,"25ç 22' 55""N",25.38194444,"51ç 47' 21""E",51.78916667,,,A,15.03.14 02:42:23,0,88,SR,401677509.1,"51ç 47' 21""E","25ç 22' 55""N","51ç 47' 21""E","25ç 22' 55""N",0,3,3,0,-125,677509.1,953,5012,181,54,3618
135136,,14230,"25ç 22' 55""N",25.38194444,"51ç 47' 21""E",51.78916667,,,A,15.03.14 02:42:23,0,88,SR,401677509.1,"51ç 47' 21""E","25ç 22' 55""N","51ç 47' 21""E","25ç 22' 55""N",0,3,3,0,-125,677509.1,953,5012,181,54,3618
135136,,14230,"25ç 22' 55""N",25.38194444,"51ç 47' 21""E",51.78916667,,,A,15.03.14 02:42:23,0,88,SR,401677509.1,"51ç 47' 21""E","25ç 22' 55""N","51ç 47' 21""E","25ç 22' 55""N",0,3,3,0,-125,677509.1,953,5012,181,54,3618
135136,,14230,"25ç 17' 33""N",25.2925,"51ç 42' 53""E",51.71472222,,,B,15.03.14 06:59:03,0,70,NL,401677467.1,"51ç 42' 53""E","25ç 17' 33""N","51ç 42' 53""E","25ç 17' 33""N",8,3,2,0,-127,677467.1,1916,17177,213,99,4566
135136,,14230,"25ç 17' 33""N",25.2925,"51ç 42' 53""E",51.71472222,,,B,15.03.14 06:59:03,0,70,NL,401677467.1,"51ç 42' 53""E","25ç 17' 33""N","51ç 42' 53""E","25ç 17' 33""N",8,3,2,0,-127,677467.1,1916,17177,213,99,4566
135136,,14230,"25ç 16' 55""N",25.28194444,"51ç 37' 29""E",51.62472222,,,B,15.03.14 22:47:56,0,45,NP,401677494.6,"51ç 37' 29""E","25ç 16' 55""N","51ç 37' 29""E","25ç 16' 55""N",0,3,2,0,-130,677494.6,7550,28840,1976,92,9887
135136,,14230,"25ç 16' 55""N",25.28194444,"51ç 37' 29""E",51.62472222,,,B,15.03.14 22:47:56,0,45,NP,401677494.6,"51ç 37' 29""E","25ç 16' 55""N","51ç 37' 29""E","25ç 16' 55""N",0,3,2,0,-130,677494.6,7550,28840,1976,92,9887
135136,,14230,"25ç 22' 55""N",25.38194444,"51ç 47' 21""E",51.78916667,,,A,15.03.14 02:42:23,0,88,SR,401677509.1,"51ç 47' 21""E","25ç 22' 55""N","51ç 47' 21""E","25ç 22' 55""N",0,3,3,0,-125,677509.1,953,5012,181,54,3618
135136,,14230,"25ç 22' 55""N",25.38194444,"51ç 47' 21""E",51.78916667,,,A,15.03.14 02:42:23,0,88,SR,401677509.1,"51ç 47' 21""E","25ç 22' 55""N","51ç 47' 21""E","25ç 22' 55""N",0,3,3,0,-125,677509.1,953,5012,181,54,3618
135136,,14230,"25ç 22' 55""N",25.38194444,"51ç 47' 21""E",51.78916667,,,A,15.03.14 02:42:23,0,88,SR,401677509.1,"51ç 47' 21""E","25ç 22' 55""N","51ç 47' 21""E","25ç 22' 55""N",0,3,3,0,-125,677509.1,953,5012,181,54,3618
135136,,14230,"25ç 17' 33""N",25.2925,"51ç 42' 53""E",51.71472222,,,B,15.03.14 06:59:03,0,70,NL,401677467.1,"51ç 42' 53""E","25ç 17' 33""N","51ç 42' 53""E","25ç 17' 33""N",8,3,2,0,-127,677467.1,1916,17177,213,99,4566
135136,,14230,"25ç 17' 33""N",25.2925,"51ç 42' 53""E",51.71472222,,,B,15.03.14 06:59:03,0,70,NL,401677467.1,"51ç 42' 53""E","25ç 17' 33""N","51ç 42' 53""E","25ç 17' 33""N",8,3,2,0,-127,677467.1,1916,17177,213,99,4566
135136,,14230,"25ç 16' 55""N",25.28194444,"51ç 37' 29""E",51.62472222,,,B,15.03.14 22:47:56,0,45,NP,401677494.6,"51ç 37' 29""E","25ç 16' 55""N","51ç 37' 29""E","25ç 16' 55""N",0,3,2,0,-130,677494.6,7550,28840,1976,92,9887
135136,,14230,"25ç 16' 55""N",25.28194444,"51ç 37' 29""E",51.62472222,,,B,15.03.14 22:47:56,0,45,NP,401677494.6,"51ç 37' 29""E","25ç 16' 55""N","51ç 37' 29""E","25ç 16' 55""N",0,3,2,0,-130,677494.6,7550,28840,1976,92,9887
135136,,14230,"25ç 25' 38""N",25.42722222,"51ç 41' 34""E",51.69277778,,,B,19.03.14 06:22:10,0,44,MA,401677500.5,"51ç 41' 34""E","25ç 25' 38""N","51ç 41' 34""E","25ç 25' 38""N",0,3,2,0,-120,677500.5,9944,229408,431,111,20338
135136,,14230,"25ç 25' 38""N",25.42722222,"51ç 41' 34""E",51.69277778,,,B,19.03.14 06:22:10,0,44,MA,401677500.5,"51ç 41' 34""E","25ç 25' 38""N","51ç 41' 34""E","25ç 25' 38""N",0,3,2,0,-120,677500.5,9944,229408,431,111,20338
135136,,14230,"25ç 23' 21""N",25.38916667,"51ç 37' 19""E",51.62194444,,,A,21.03.14 06:34:35,0,363,MB,401677484.6,"51ç 37' 19""E","25ç 23' 21""N","51ç 37' 19""E","25ç 23' 21""N",0,3,3,0,-127,677484.6,473,5641,39,85,1297
135136,,14230,"25ç 23' 21""N",25.38916667,"51ç 37' 19""E",51.62194444,,,A,21.03.14 06:34:35,0,363,MB,401677484.6,"51ç 37' 19""E","25ç 23' 21""N","51ç 37' 19""E","25ç 23' 21""N",0,3,3,0,-127,677484.6,473,5641,39,85,1297
135136,,14230,"25ç 23' 21""N",25.38916667,"51ç 37' 19""E",51.62194444,,,A,21.03.14 06:34:35,0,363,MB,401677484.6,"51ç 37' 19""E","25ç 23' 21""N","51ç 37' 19""E","25ç 23' 21""N",0,3,3,0,-127,677484.6,473,5641,39,85,1297
135136,,14230,"25ç 22' 53""N",25.38138889,"51ç 35' 54""E",51.59833333,,,B,21.03.14 12:20:05,0,0,NN,401677491.1,"51ç 35' 54""E","25ç 22' 53""N","51ç 35' 54""E","25ç 22' 53""N",8,3,1,0,-129,677491.1,2577,2971,2234,89,7279
