PlatformID ,Platform,PrgNo,Latitude,Ycoord,Long,Xcoord,Heading,Speed,LocQuality,LocDate,Altitude,Pass,Sat,Frequency,Long1,Latsol1,Long2,Latsol2,Locidx,Nopc,Msg,abv120DB,Bestlevel,Deltafreq,ErrorRadius,Semimjraxis,Semimnraxis,EllipseOrient,GDOP
135132,,14230,"24ç 47' 38""N",24.79388889,"57ç 44' 24""E",57.74,,,A,15.03.14 06:07:01,0,324,MA,401677416.6,"57ç 44' 24""E","24ç 47' 38""N","51ç 11' 14""E","26ç 12' 30""N",0,3,3,1,-118,677416.6,165,704,38,98,401
135132,,14230,"24ç 47' 38""N",24.79388889,"57ç 44' 24""E",57.74,,,A,15.03.14 06:07:01,0,324,MA,401677416.6,"57ç 44' 24""E","24ç 47' 38""N","51ç 11' 14""E","26ç 12' 30""N",0,3,3,1,-118,677416.6,165,704,38,98,401
135132,,14230,"24ç 47' 38""N",24.79388889,"57ç 44' 24""E",57.74,,,A,15.03.14 06:07:01,0,324,MA,401677416.6,"57ç 44' 24""E","24ç 47' 38""N","51ç 11' 14""E","26ç 12' 30""N",0,3,3,1,-118,677416.6,165,704,38,98,401
135132,,14230,"26ç 12' 24""N",26.20666667,"51ç 11' 09""E",51.18583333,,,B,15.03.14 18:18:10,0,0,NL,401677439.9,"51ç 11' 09""E","26ç 12' 24""N","51ç 11' 09""E","26ç 12' 24""N",0,3,1,0,-126,677439.9,3395,4344,2652,115,9594
135132,,14230,"26ç 12' 18""N",26.205,"51ç 11' 09""E",51.18583333,,,B,15.03.14 18:19:39,0,0,MB,401677438,"51ç 11' 09""E","26ç 12' 18""N","51ç 11' 09""E","26ç 12' 18""N",0,3,1,0,-132,677438,3324,4410,2504,111,9392
135132,,14230,"26ç 10' 58""N",26.18277778,"51ç 10' 41""E",51.17805556,,,B,15.03.14 22:41:04,0,0,NP,401677449.3,"51ç 10' 41""E","26ç 10' 58""N","51ç 10' 41""E","26ç 10' 58""N",8,3,1,0,-130,677449.3,3291,8086,1339,109,9299
135132,,14230,"26ç 11' 15""N",26.1875,"51ç 10' 14""E",51.17055556,,,3,17.03.14 06:26:54,0,452,NL,401677434.3,"51ç 10' 14""E","26ç 11' 15""N","51ç 10' 14""E","26ç 11' 15""N",50,3,4,0,-121,677434.3,171,504,58,100,353
135132,,14230,"26ç 11' 15""N",26.1875,"51ç 10' 14""E",51.17055556,,,3,17.03.14 06:26:54,0,452,NL,401677434.3,"51ç 10' 14""E","26ç 11' 15""N","51ç 10' 14""E","26ç 11' 15""N",50,3,4,0,-121,677434.3,171,504,58,100,353
135132,,14230,"26ç 11' 15""N",26.1875,"51ç 10' 14""E",51.17055556,,,3,17.03.14 06:26:54,0,452,NL,401677434.3,"51ç 10' 14""E","26ç 11' 15""N","51ç 10' 14""E","26ç 11' 15""N",50,3,4,0,-121,677434.3,171,504,58,100,353
135132,,14230,"26ç 11' 15""N",26.1875,"51ç 10' 14""E",51.17055556,,,3,17.03.14 06:26:54,0,452,NL,401677434.3,"51ç 10' 14""E","26ç 11' 15""N","51ç 10' 14""E","26ç 11' 15""N",50,3,4,0,-121,677434.3,171,504,58,100,353
