PlatformID ,Platform,PrgNo,Latitude,Ycoord,Long,Xcoord,Heading,Speed,LocQuality,LocDate,Altitude,Pass,Sat,Frequency,Long1,Latsol1,Long2,Latsol2,Locidx,Nopc,Msg,abv120DB,Bestlevel,Deltafreq,ErrorRadius,Semimjraxis,Semimnraxis,EllipseOrient,GDOP
135133,,14230,"32ç 35' 46""N",32.59611111,"85ç 07' 23""E",85.12305556,,,A,07.03.14 16:32:34,0,347,NL,401677493.2,"85ç 07' 23""E","32ç 35' 46""N","51ç 36' 38""E","25ç 11' 01""N",0,3,3,0,-129,677493.2,256,441,148,31,531
135133,,14230,"25ç 10' 48""N",25.18,"51ç 37' 25""E",51.62361111,,,A,07.03.14 16:43:33,0,436,MA,401677496.2,"51ç 37' 25""E","25ç 10' 48""N","51ç 37' 25""E","25ç 10' 48""N",0,3,3,0,-120,677496.2,192,229,161,110,350
135133,,14230,"25ç 15' 45""N",25.2625,"51ç 38' 33""E",51.6425,,,B,07.03.14 18:25:19,0,45,MA,401677445.5,"51ç 38' 33""E","25ç 15' 45""N","51ç 38' 33""E","25ç 15' 45""N",0,3,2,1,-118,677445.5,1702,7620,380,92,2738
135133,,14230,"25ç 04' 34""N",25.07611111,"51ç 33' 30""E",51.55833333,,,B,09.03.14 00:47:31,0,45,NK,401677438.1,"51ç 33' 30""E","25ç 04' 34""N","51ç 33' 30""E","25ç 04' 34""N",0,3,2,0,-126,677438.1,6706,52580,855,101,9036
135133,,14230,"25ç 08' 36""N",25.14333333,"51ç 34' 51""E",51.58083333,,,B,09.03.14 02:26:12,0,83,NK,401677454.7,"51ç 34' 51""E","25ç 08' 36""N","51ç 34' 51""E","25ç 08' 36""N",8,3,2,0,-124,677454.7,1545,13613,175,119,4360
135133,,14230,"25ç 10' 29""N",25.17472222,"51ç 37' 42""E",51.62833333,,,A,09.03.14 02:33:41,0,650,SR,401677488.9,"51ç 37' 42""E","25ç 10' 29""N","51ç 37' 42""E","25ç 10' 29""N",0,3,3,0,-127,677488.9,482,2199,105,59,701
135133,,14230,"25ç 11' 06""N",25.185,"51ç 38' 56""E",51.64888889,,,B,09.03.14 06:29:51,0,75,NL,401677469.1,"51ç 38' 56""E","25ç 11' 06""N","51ç 38' 56""E","25ç 11' 06""N",0,3,2,0,-128,677469.1,1060,7830,143,153,2881
135133,,14230,"32ç 35' 46""N",32.59611111,"85ç 07' 23""E",85.12305556,,,A,07.03.14 16:32:34,0,347,NL,401677493.2,"85ç 07' 23""E","32ç 35' 46""N","51ç 36' 38""E","25ç 11' 01""N",0,3,3,0,-129,677493.2,256,441,148,31,531
135133,,14230,"32ç 35' 46""N",32.59611111,"85ç 07' 23""E",85.12305556,,,A,07.03.14 16:32:34,0,347,NL,401677493.2,"85ç 07' 23""E","32ç 35' 46""N","51ç 36' 38""E","25ç 11' 01""N",0,3,3,0,-129,677493.2,256,441,148,31,531
135133,,14230,"32ç 35' 46""N",32.59611111,"85ç 07' 23""E",85.12305556,,,A,07.03.14 16:32:34,0,347,NL,401677493.2,"85ç 07' 23""E","32ç 35' 46""N","51ç 36' 38""E","25ç 11' 01""N",0,3,3,0,-129,677493.2,256,441,148,31,531
135133,,14230,"25ç 10' 48""N",25.18,"51ç 37' 25""E",51.62361111,,,A,07.03.14 16:43:33,0,436,MA,401677496.2,"51ç 37' 25""E","25ç 10' 48""N","51ç 37' 25""E","25ç 10' 48""N",0,3,3,0,-120,677496.2,192,229,161,110,350
135133,,14230,"25ç 10' 48""N",25.18,"51ç 37' 25""E",51.62361111,,,A,07.03.14 16:43:33,0,436,MA,401677496.2,"51ç 37' 25""E","25ç 10' 48""N","51ç 37' 25""E","25ç 10' 48""N",0,3,3,0,-120,677496.2,192,229,161,110,350
135133,,14230,"25ç 10' 48""N",25.18,"51ç 37' 25""E",51.62361111,,,A,07.03.14 16:43:33,0,436,MA,401677496.2,"51ç 37' 25""E","25ç 10' 48""N","51ç 37' 25""E","25ç 10' 48""N",0,3,3,0,-120,677496.2,192,229,161,110,350
135133,,14230,"25ç 10' 26""N",25.17388889,"51ç 37' 47""E",51.62972222,,,B,07.03.14 18:09:18,0,0,NL,401677476.1,"51ç 37' 47""E","25ç 10' 26""N","51ç 37' 47""E","25ç 10' 26""N",8,3,1,0,-134,677476.1,1228,1416,1064,70,3447
135133,,14230,"25ç 15' 45""N",25.2625,"51ç 38' 33""E",51.6425,,,B,07.03.14 18:25:19,0,45,MA,401677445.5,"51ç 38' 33""E","25ç 15' 45""N","51ç 38' 33""E","25ç 15' 45""N",0,3,2,1,-118,677445.5,1702,7620,380,92,2738
135133,,14230,"25ç 15' 45""N",25.2625,"51ç 38' 33""E",51.6425,,,B,07.03.14 18:25:19,0,45,MA,401677445.5,"51ç 38' 33""E","25ç 15' 45""N","51ç 38' 33""E","25ç 15' 45""N",0,3,2,1,-118,677445.5,1702,7620,380,92,2738
