PlatformID ,Platform,PrgNo,Latitude,Ycoord,Long,Xcoord,Heading,Speed,LocQuality,LocDate,Altitude,Pass,Sat,Frequency,Long1,Latsol1,Long2,Latsol2,Locidx,Nopc,Msg,abv120DB,Bestlevel,Deltafreq,ErrorRadius,Semimjraxis,Semimnraxis,EllipseOrient,GDOP
135134,,14230,"26ç 10' 51""N",26.18083333,"51ç 18' 16""E",51.30444444,,,0,12.03.14 12:18:16,0,553,NN,401677463.6,"51ç 18' 16""E","26ç 10' 51""N","49ç 20' 58""E","25ç 43' 32""N",50,3,4,0,-122,677463.6,2041,20068,207,81,1249
135134,,14230,"26ç 10' 51""N",26.18083333,"51ç 18' 16""E",51.30444444,,,0,12.03.14 12:18:16,0,553,NN,401677463.6,"51ç 18' 16""E","26ç 10' 51""N","49ç 20' 58""E","25ç 43' 32""N",50,3,4,0,-122,677463.6,2041,20068,207,81,1249
135134,,14230,"26ç 10' 51""N",26.18083333,"51ç 18' 16""E",51.30444444,,,0,12.03.14 12:18:16,0,553,NN,401677463.6,"51ç 18' 16""E","26ç 10' 51""N","49ç 20' 58""E","25ç 43' 32""N",50,3,4,0,-122,677463.6,2041,20068,207,81,1249
135134,,14230,"26ç 10' 51""N",26.18083333,"51ç 18' 16""E",51.30444444,,,0,12.03.14 12:18:16,0,553,NN,401677463.6,"51ç 18' 16""E","26ç 10' 51""N","49ç 20' 58""E","25ç 43' 32""N",50,3,4,0,-122,677463.6,2041,20068,207,81,1249
135134,,14230,"26ç 10' 50""N",26.18055556,"51ç 18' 14""E",51.30388889,,,B,12.03.14 12:23:38,0,0,NK,401677452.9,"51ç 18' 14""E","26ç 10' 50""N","49ç 21' 45""E","25ç 43' 54""N",0,3,1,0,-134,677452.9,1774,4208,747,82,1534
135134,,14230,"26ç 10' 21""N",26.1725,"51ç 17' 59""E",51.29972222,,,B,12.03.14 14:10:41,0,0,NK,401677448,"51ç 17' 59""E","26ç 10' 21""N","49ç 28' 40""E","25ç 56' 25""N",8,3,1,0,-128,677448,4671,6187,3526,97,4049
135134,,14230,"26ç 08' 15""N",26.1375,"51ç 16' 40""E",51.27777778,,,A,12.03.14 14:57:00,0,118,SR,401677471.2,"51ç 16' 40""E","26ç 08' 15""N","51ç 16' 40""E","26ç 08' 15""N",1,3,3,0,-132,677471.2,4257,30676,590,110,3631
135134,,14230,"26ç 08' 15""N",26.1375,"51ç 16' 40""E",51.27777778,,,A,12.03.14 14:57:00,0,118,SR,401677471.2,"51ç 16' 40""E","26ç 08' 15""N","51ç 16' 40""E","26ç 08' 15""N",1,3,3,0,-132,677471.2,4257,30676,590,110,3631
135134,,14230,"26ç 08' 15""N",26.1375,"51ç 16' 40""E",51.27777778,,,A,12.03.14 14:57:00,0,118,SR,401677471.2,"51ç 16' 40""E","26ç 08' 15""N","51ç 16' 40""E","26ç 08' 15""N",1,3,3,0,-132,677471.2,4257,30676,590,110,3631
135134,,14230,"26ç 06' 47""N",26.11305556,"51ç 15' 37""E",51.26027778,,,B,12.03.14 16:41:04,0,0,MA,401677480.8,"51ç 15' 37""E","26ç 06' 47""N","51ç 15' 37""E","26ç 06' 47""N",8,3,1,0,-129,677480.8,6150,11507,3286,107,5247
135134,,14230,"26ç 08' 10""N",26.13611111,"51ç 16' 22""E",51.27277778,,,B,12.03.14 16:41:50,0,0,SR,401677465.2,"51ç 16' 22""E","26ç 08' 10""N","51ç 16' 22""E","26ç 08' 10""N",0,3,1,0,-137,677465.2,4597,8465,2495,93,5545
135134,,14230,"26ç 08' 12""N",26.13666667,"51ç 16' 18""E",51.27166667,,,B,12.03.14 23:20:18,0,0,NP,401677464,"51ç 16' 18""E","26ç 08' 12""N","51ç 16' 18""E","26ç 08' 12""N",8,3,1,0,-133,677464,6204,7965,4831,84,9166
135134,,14230,"26ç 09' 52""N",26.16444444,"51ç 12' 05""E",51.20138889,,,1,14.03.14 06:23:43,0,730,MA,401677470.3,"51ç 12' 05""E","26ç 09' 52""N","51ç 12' 05""E","26ç 09' 52""N",40,3,9,1,-118,677470.3,1035,8398,127,103,454
