DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
161638,161638,UT,Strong,09-Mar-2018,12:15:42,09-Mar-2018,12:15:43
161638,161638,UT,Strong,10-May-2018,02:03:12,10-May-2018,02:03:49
