DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
Neto,41588,UT,1.00a,94,956,94,2,1765,,,,,29,20:08:59 07-Dec-2021,22:03:43 22-Apr-2022,136,20:08:59 07-Dec-2021,22:03:43 22-Apr-2022,136,,,15:00:00 08-Dec-2021
