DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
Green,142698,,Transmission,Mk10,2,16:58:00 08-Feb-2017,19:26:30 08-Feb-2017,Message,10,,,,8900.000000,8920.000000,,
Green,142698,,Transmission,Mk10,2,16:58:00 08-Feb-2017,18:10:30 08-Feb-2017,Surface,,,,,4349,4351,4350,0
Green,142698,,Transmission,Mk10,2,18:10:30 08-Feb-2017,18:33:30 08-Feb-2017,Dive,1,Square,6.5,6.5,1379,1381,,
Green,142698,,Transmission,Mk10,2,18:33:30 08-Feb-2017,18:33:40 08-Feb-2017,Surface,,,,,9,11,10,0
Green,142698,,Transmission,Mk10,2,18:33:40 08-Feb-2017,18:34:30 08-Feb-2017,Dive,1,Square,6.5,6.5,49,51,,
Green,142698,,Transmission,Mk10,2,18:34:30 08-Feb-2017,18:34:40 08-Feb-2017,Surface,,,,,9,11,10,0
Green,142698,,Transmission,Mk10,2,18:34:40 08-Feb-2017,19:00:20 08-Feb-2017,Dive,1,Square,6.5,6.5,1539,1541,,
Green,142698,,Transmission,Mk10,2,19:00:20 08-Feb-2017,19:00:30 08-Feb-2017,Surface,,,,,9,11,10,0
Green,142698,,Transmission,Mk10,2,19:00:30 08-Feb-2017,19:04:10 08-Feb-2017,Dive,1,Square,6.5,6.5,219,221,,
Green,142698,,Transmission,Mk10,2,19:04:10 08-Feb-2017,19:04:20 08-Feb-2017,Surface,,,,,9,11,10,0
Green,142698,,Transmission,Mk10,2,19:04:20 08-Feb-2017,19:26:30 08-Feb-2017,Dive,1,Square,6.5,6.5,1329,1331,,
Green,142698,,Transmission,Mk10,1,22:23:00 09-Feb-2017,00:21:50 10-Feb-2017,Message,10,,,,7120.000000,7140.000000,,
Green,142698,,Transmission,Mk10,1,22:23:00 09-Feb-2017,22:23:30 09-Feb-2017,Surface,,,,,29,31,30,0
Green,142698,,Transmission,Mk10,1,22:23:30 09-Feb-2017,22:36:30 09-Feb-2017,Dive,1,Square,8.0,8.0,779,781,,
Green,142698,,Transmission,Mk10,1,22:36:30 09-Feb-2017,22:36:40 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142698,,Transmission,Mk10,1,22:36:40 09-Feb-2017,22:56:20 09-Feb-2017,Dive,1,Square,8.5,8.5,1179,1181,,
Green,142698,,Transmission,Mk10,1,22:56:20 09-Feb-2017,22:56:30 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142698,,Transmission,Mk10,1,22:56:30 09-Feb-2017,23:11:40 09-Feb-2017,Dive,1,Square,8.0,8.0,909,911,,
Green,142698,,Transmission,Mk10,1,23:11:40 09-Feb-2017,23:12:20 09-Feb-2017,Surface,,,,,39,41,21,19
Green,142698,,Transmission,Mk10,1,23:12:20 09-Feb-2017,23:39:50 09-Feb-2017,Dive,1,Square,9.0,9.0,1649,1651,,
Green,142698,,Transmission,Mk10,1,23:39:50 09-Feb-2017,23:40:40 09-Feb-2017,Surface,,,,,49,51,40,10
Green,142698,,Transmission,Mk10,1,23:40:40 09-Feb-2017,00:21:50 10-Feb-2017,Dive,1,Square,8.5,8.5,2469,2471,,
Green,142698,,Transmission,Mk10,1,02:58:00 10-Feb-2017,06:19:20 10-Feb-2017,Message,10,,,,12070.000000,12090.000000,,
