DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,LocationQuality,Latitude,Longitude,Depth,DRange,Temperature,TRange,Activity,ARange
Green,142698,,Transmission,Mk10,14-Feb-2017,14:10:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,14-Feb-2017,14:20:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,14-Feb-2017,14:30:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,14-Feb-2017,14:40:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,14-Feb-2017,14:50:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,14-Feb-2017,15:00:00,,,,8.5,0.50,,,,
Green,142698,,Transmission,Mk10,14-Feb-2017,15:10:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,14-Feb-2017,15:20:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,14-Feb-2017,15:30:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,14-Feb-2017,15:40:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,14-Feb-2017,15:50:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,00:00:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,00:10:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,00:20:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,00:30:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,00:40:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,00:50:00,,,,8.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,01:00:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,01:10:00,,,,8.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,01:20:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,01:30:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,01:40:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,01:50:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,02:00:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,02:10:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,02:20:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,02:30:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,02:40:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,02:50:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,03:00:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,03:10:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,03:20:00,,,,8.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,03:30:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,03:40:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,03:50:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,04:00:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,04:10:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,04:20:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,04:30:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,04:40:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,04:50:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,05:00:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,05:10:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,05:20:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,05:30:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,05:40:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,05:50:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,06:00:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,06:10:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,06:20:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,06:30:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,06:40:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,06:50:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,07:00:00,,,,8.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,07:10:00,,,,10.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,07:20:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,07:30:00,,,,8.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,07:40:00,,,,9.5,0.50,,,,
Green,142698,,Transmission,Mk10,15-Feb-2017,07:50:00,,,,9.0,0.50,,,,
Green,142698,,Transmission,Mk10,18-Feb-2017,00:00:00,,,,9.5,0.50,,,,
