DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
Green,142698,,Mk10,,,17:03:20 08-Feb-2017,,,,,,0,0,,304,3.504,,,32.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,00:16:06 13-Feb-2017,00:16:18 13-Feb-2017,12,A,25.3936,-80.3149,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,18:45:44 13-Feb-2017,18:45:56 13-Feb-2017,12,B,25.4199,-80.3186,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,22:28:51 16-Feb-2017,22:29:03 16-Feb-2017,12,B,25.4075,-80.2917,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,11:47:53 19-Feb-2017,11:48:05 19-Feb-2017,12,B,25.3853,-80.3439,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,22:28:56 24-Feb-2017,22:29:09 24-Feb-2017,13,3,25.4127,-80.3105,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,15:05:05 28-Feb-2017,,B,25.4099,-80.3077,,0,0,,4201,3.376,,,24.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,00:55:53 01-Mar-2017,,B,25.4057,-80.2785,,0,0,,4329,3.312,,,25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,13:03:18 01-Mar-2017,,B,25.4122,-80.3083,,0,0,,4457,3.312,,,24.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,16:14:01 02-Mar-2017,16:14:14 02-Mar-2017,13,A,25.4050,-80.3134,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,11:43:13 08-Mar-2017,11:43:27 08-Mar-2017,14,B,25.4090,-80.3014,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,19:12:31 09-Mar-2017,,B,25.4142,-80.2963,,0,0,,6377,3.312,,,24.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,15:59:50 10-Mar-2017,,3,25.4111,-80.3175,,0,0,,6633,3.376,,,23.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,00:52:25 15-Mar-2017,00:52:39 15-Mar-2017,14,B,25.4096,-80.2897,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,10:49:07 17-Mar-2017,10:49:21 17-Mar-2017,14,B,25.4110,-80.3042,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,10:57:51 21-Mar-2017,10:58:05 21-Mar-2017,14,A,25.4107,-80.3309,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,22:38:16 24-Mar-2017,22:38:31 24-Mar-2017,15,B,25.4044,-80.2959,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,15:04:25 27-Mar-2017,15:04:40 27-Mar-2017,15,A,25.4059,-80.3182,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,12:33:05 29-Mar-2017,12:33:20 29-Mar-2017,15,B,25.4220,-80.3118,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,12:16:00 31-Mar-2017,12:16:16 31-Mar-2017,16,A,25.4109,-80.2893,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,20:03:42 31-Mar-2017,,A,25.4104,-80.3087,,0,0,,57215,3.312,,,26.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,21:16:16 31-Mar-2017,21:16:31 31-Mar-2017,15,B,25.4100,-80.3095,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,10:33:10 02-Apr-2017,10:33:26 02-Apr-2017,16,A,25.4109,-80.2998,CRC,0,0,,,,0.880,0.244,,7.0,8.0,0,,,,,,,,,,,,16,153,50,16,,,,,,,,,,,,,
Green,142698,,Mk10,,00:49:41 03-Apr-2017,00:49:57 03-Apr-2017,16,B,25.4105,-80.3068,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,02:36:56 06-Apr-2017,02:37:12 06-Apr-2017,16,A,25.4041,-80.3294,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,11:16:01 09-Apr-2017,11:16:17 09-Apr-2017,16,B,25.4038,-80.3090,CRC,0,0,,,,0.896,0.260,,7.0,8.0,0,,,,,,,,,,,,16,132,50,16,,,,,,,,,,,,,
Green,142698,,Mk10,,03:51:13 14-Apr-2017,03:51:29 14-Apr-2017,16,B,25.4020,-80.2991,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,09:08:21 15-Apr-2017,09:08:38 15-Apr-2017,17,A,25.4072,-80.3266,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,08:43:54 17-Apr-2017,,B,25.3969,-80.2572,,0,0,,15081,3.312,,,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,10:56:28 18-Apr-2017,,B,25.4008,-80.3042,,0,0,,15337,3.312,,,23.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,14:34:29 19-Apr-2017,,A,25.4157,-80.2992,,0,0,,15721,3.312,,,24.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,12:30:17 22-Apr-2017,,3,25.3974,-80.3017,,0,1,,29561,3.696,1.688,0.048,45.00,,-40.0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
Green,142698,,Mk10,,19:10:20 22-Apr-2017,19:10:37 22-Apr-2017,17,A,25.4178,-80.2697,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,09:19:19 23-Apr-2017,09:19:36 23-Apr-2017,17,B,25.4076,-80.2989,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,08:52:25 25-Apr-2017,,B,25.3998,-80.2673,,0,0,,17129,3.312,,,25.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,11:59:07 27-Apr-2017,11:59:24 27-Apr-2017,17,B,25.4082,-80.2978,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,12:29:20 03-May-2017,12:29:37 03-May-2017,17,1,25.4058,-80.2950,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,20:10:28 04-May-2017,20:10:45 04-May-2017,17,2,25.4083,-80.3094,CRC,0,0,,,,0.832,0.284,,6.5,8.0,0,,,,,,,,,,,,18,107,50,16,,,,,,,,,,,,,
Green,142698,,Mk10,,22:04:03 04-May-2017,22:04:21 04-May-2017,18,B,25.4114,-80.3139,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,14:41:01 06-May-2017,14:41:19 06-May-2017,18,A,25.4107,-80.3140,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,00:30:10 08-May-2017,,A,25.4161,-80.3192,,0,0,,20585,3.312,,,26.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,14:43:31 08-May-2017,14:43:49 08-May-2017,18,B,25.4120,-80.3041,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,23:03:57 10-May-2017,23:04:15 10-May-2017,18,B,25.4073,-80.3099,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,20:19:49 12-May-2017,,A,25.4134,-80.3091,,0,0,,21609,3.312,,,30.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,22:08:48 12-May-2017,22:09:06 12-May-2017,18,B,25.4015,-80.3148,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,09:47:24 15-May-2017,09:47:42 15-May-2017,18,B,25.3882,-80.3792,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,13:30:19 16-May-2017,,1,25.4085,-80.3269,,0,0,,22121,3.376,,,28.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,10:20:29 17-May-2017,10:20:48 17-May-2017,19,A,25.4094,-80.3008,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,16:36:53 17-May-2017,16:37:12 17-May-2017,19,B,25.4307,-80.2928,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,00:16:17 20-May-2017,00:16:35 20-May-2017,18,B,25.4084,-80.2977,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,,09:01:08 21-May-2017,,B,25.4013,-80.2885,,0,0,,22889,3.376,,,28.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142698,,Mk10,,16:07:29 23-May-2017,16:07:48 23-May-2017,19,B,25.3974,-80.2995,CRC,0,0,,,,0.864,0.248,,7.0,8.0,0,,,,,,,,,,,,23,58,50,16,,,,,,,,,,,,,
