DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Green,142698,Mk10,Weak,06-Oct-2016,21:52:00,06-Oct-2016,21:52:03
Green,142698,Mk10,Strong,13-Feb-2017,00:16:06,13-Feb-2017,00:16:18
Green,142698,Mk10,Strong,23-May-2017,16:07:29,23-May-2017,16:07:48
