DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
169267,169267,UT,23:24:58 27-Apr-2017,,,3,30.4314,-84.2722,CRC 180.249,23:24:56 27-Apr-2017,Status,86,144,90,12,40,148,149,52,61,221,142,21,214,5,131,20,1,254,223,212,32,0,0,,,,,,,,,
169267,169267,UT,22:30:28 01-May-2017,,,Z,26.0082,-79.2138,CRC 240.132,23:28:23 01-May-2017,Status,94,16,90,12,40,148,149,52,48,221,197,214,86,13,183,18,8,187,191,209,112,0,8,,,,,,,,,
169267,169267,UT,22:30:58 01-May-2017,,,Z,26.0082,-79.2138,CRC 10.9,22:30:58 01-May-2017,Status,26,17,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169267,169267,UT,16:44:05 02-May-2017,,,B,25.6878,-79.2938,CRC 10.2,16:44:05 02-May-2017,Status,10,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169267,169267,UT,01:03:18 06-May-2017,,,,,,CRC 2.7,01:03:18 06-May-2017,Status,66,69,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169267,169267,UT,01:01:09 07-May-2017,,,,,,CRC 66.175,01:01:00 07-May-2017,Status,72,80,90,12,40,148,157,52,51,132,16,22,22,22,37,18,134,84,12,1,206,114,141,,,,,,,,,
169267,169267,UT,08:07:25 08-May-2017,,,,,,CRC 2.4,08:07:25 08-May-2017,Status,66,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169267,169267,UT,00:39:10 09-May-2017,,,,,,CRC 124.132,01:14:22 15-May-2017,Status,79,144,90,12,40,148,131,52,119,132,229,147,180,110,68,151,19,141,144,251,173,168,18,,,,,,,,,
169267,169267,UT,15:39:25 10-May-2017,,,B,25.6919,-79.2664,CRC 173.120,15:31:14 26-May-2017,Status,85,176,218,12,32,210,244,23,221,61,243,149,208,138,121,77,237,199,7,141,125,207,121,,,,,,,,,
169267,169267,UT,00:11:53 12-May-2017,,,,,,CRC 14.1,00:11:53 12-May-2017,Status,78,121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
