DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
169267,169267,UT,Strong,27-Apr-2017,23:05:24,27-Apr-2017,23:05:26
169267,169267,UT,Strong,16-Jul-2017,03:26:26,16-Jul-2017,03:27:43
