Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
6071,161643,23,NP,3,3,21-Mar-2017,18:20:28,-25.5701,-48.3694,,401677330,-127,50,0,21-Mar-2017,18:13:13,-25.5879,-48.2726,436,211,566,78,75,,,70,240,90,11,232,155,100,234,10,200,210,193,82,2,49,18,1,255,255,216,64,0,0,,,,,,,,,
6071,161643,23,NP,3,3,21-Mar-2017,18:20:28,-25.5701,-48.3694,,401677330,-127,50,0,21-Mar-2017,18:15:38,-25.5879,-48.2726,436,211,566,78,75,,,64,176,90,11,232,155,100,234,10,200,249,65,18,2,59,18,1,255,255,216,48,0,0,,,,,,,,,
6071,161643,3,NP,3,3,21-Mar-2017,18:20:28,-25.5701,-48.3694,,401677330,-127,50,1,21-Mar-2017,18:16:07,-25.5879,-48.2726,436,211,566,78,75,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161643,3,NP,3,3,21-Mar-2017,18:20:28,-25.5701,-48.3694,,401677330,-127,50,0,21-Mar-2017,18:16:36,-25.5879,-48.2726,436,211,566,78,75,,,41,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161643,3,NP,3,3,21-Mar-2017,18:20:28,-25.5701,-48.3694,,401677330,-127,50,2,21-Mar-2017,18:17:34,-25.5879,-48.2726,436,211,566,78,75,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161643,23,NP,3,3,21-Mar-2017,18:20:28,-25.5701,-48.3694,,401677330,-127,50,0,21-Mar-2017,18:18:03,-25.5879,-48.2726,436,211,566,78,75,,,80,48,90,11,232,155,100,234,10,201,32,128,146,2,69,18,1,255,255,216,0,0,0,,,,,,,,,
6071,161643,23,NP,3,3,21-Mar-2017,18:20:28,-25.5701,-48.3694,,401677330,-127,50,0,21-Mar-2017,18:20:29,-25.5879,-48.2726,436,211,566,78,75,,,65,240,90,11,232,155,100,234,10,201,70,193,18,2,79,18,1,255,255,215,224,0,0,,,,,,,,,
6071,161643,23,NP,B,4,21-Mar-2017,19:59:37,-25.5592,-48.3698,,401677356,-136,7,0,21-Mar-2017,19:59:37,-25.5592,-48.3698,,3384,4069,2813,89,,,69,208,90,11,232,155,100,234,10,207,249,1,148,3,233,16,1,255,255,210,96,0,0,,,,,,,,,
6071,161643,3,NP,B,5,22-Mar-2017,18:02:25,-25.5278,-48.3839,,401677352,-135,,0,22-Mar-2017,18:02:25,-25.5278,-48.3839,,10721,16450,6986,117,,,10,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,161643,3,SR,B,6,22-Mar-2017,20:24:42,-25.5032,-48.3698,,401677342,-131,8,0,22-Mar-2017,20:24:43,-25.5032,-48.3698,,9158,45065,1860,113,,,41,62,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
