DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
161643,161643,UT,19:59:37 21-Mar-2017,,,B,-25.5592,-48.3698,CRC 46.213,19:59:37 21-Mar-2017,Status,69,208,90,11,232,155,100,234,10,207,249,1,148,3,233,16,1,255,255,210,96,0,0,,,,,,,,,
161643,161643,UT,18:02:25 22-Mar-2017,,,B,-25.5278,-48.3839,CRC 10.14,,,10,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161643,161643,UT,20:24:43 22-Mar-2017,,,B,-25.5032,-48.3698,CRC 9.10,20:24:43 22-Mar-2017,Status,41,62,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161643,161643,UT,11:39:43 25-Mar-2017,,,B,-25.4582,-48.3445,CRC 76.217,11:39:43 25-Mar-2017,Status,73,144,90,11,232,155,100,234,12,174,122,195,242,39,117,65,222,63,77,168,31,104,149,,,,,,,,,
161643,161643,UT,19:11:14 25-Mar-2017,,,B,-25.4640,-48.4389,CRC 10.3,19:11:14 25-Mar-2017,Status,26,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161643,161643,UT,21:51:47 25-Mar-2017,,,B,-25.4595,-48.4480,CRC 124.23,21:51:47 25-Mar-2017,Status,79,144,90,11,232,155,100,234,12,215,59,195,206,8,243,18,1,255,42,197,4,27,20,,,,,,,,,
161643,161643,UT,00:06:31 26-Mar-2017,,,2,-25.4610,-48.4357,CRC 194.123,,,32,79,32,0,0,0,0,0,2,0,0,253,197,0,0,123,0,0,0,,,,,,,,,,,,,
161643,161643,UT,09:58:53 26-Mar-2017,,,B,-25.4534,-48.4745,CRC 10.12,09:58:53 26-Mar-2017,Status,10,136,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161643,161643,UT,11:27:43 26-Mar-2017,,,B,-25.4537,-48.4489,Length 23?,,Fast-GPS,247,91,85,89,163,162,41,236,9,237,49,65,225,39,1,51,9,130,105,15,192,201,84,,,,,,,,,
161643,161643,UT,21:28:12 26-Mar-2017,,,1,-25.4558,-48.4379,CRC 10.12,21:28:12 26-Mar-2017,Status,10,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
